TeamName,Discipline,Country
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Swimming,Canada
Canada,Table Tennis,Canada
Canada,Volleyball,Canada
Canada,Water Polo,Canada
Carle / Podoroska,Tennis,Argentina
Carol/Barbara,Beach Volleyball,Brazil
Carreno Busta / Granollers,Tennis,Spain
CARRINGTON Lisa / HOSKIN Alicia,Canoe Sprint,New Zealand
CARRINGTON Lisa / REGAL Caitlin,Canoe Sprint,New Zealand
CARRINGTON Lisa / REGAL Caitlin,Canoe Sprint,New Zealand
CASADEI Gabriele / TACCHINI Carlo,Canoe Sprint,Italy
CERNY D / BURZALOVA H,Athletics,Slovakia
Chan / Chan,Tennis,Chinese Taipei
CHEN Qing Chen / JIA Yi Fan,Badminton,China
CHEN Tang Jie / TOH Ee Wei,Badminton,Malaysia
Cherif/Ahmed,Beach Volleyball,Qatar
CHIA Aaron / SOH Wooi Yik,Badminton,Malaysia
Chile,Rowing,Chile
Chile,Rowing,Chile
Chinese Taipei,Archery,Chinese Taipei
Chinese Taipei,Archery,Chinese Taipei
Chinese Taipei,Archery,Chinese Taipei
Chinese Taipei,Table Tennis,Chinese Taipei
Chinese Taipei,Table Tennis,Chinese Taipei
CHIU Vinson / GAI Jennie,Badminton,United States
CHIU Vinson / YUAN Joshua,Badminton,United States
CHRISTIANSEN Mathias / BOEJE Alexandra,Badminton,Denmark
CINAR Deniz / NALBANTOGLU Lara,Sailing,Türkiye
CIRILO DUBOYS Yarisleidis / LOPEZ LAMADRID Yinnoly Francheska,Canoe Sprint,Cuba
CLAEYSSENS Lucas / VERSTRAELEN Eline,Sailing,Belgium
COCIU Daniela / OLARASU Maria,Canoe Sprint,Republic of Moldova
COLLEY Jim / CONNOR Shaun,Sailing,Australia
Collins / Krawczyk,Tennis,United States
Colombia,Archery,Colombia
Colombia,Archery,Colombia
Colombia,Football,Colombia
Colombia,Athletics,Colombia
CORVEE Lucas / LABAR Ronan,Badminton,France
Côte d'Ivoire,Athletics,Côte d'Ivoire
Côte d'Ivoire,Athletics,Côte d'Ivoire
Cottafava/Nicolai,Beach Volleyball,Italy
COWLEY R / MONTAG J,Athletics,Australia
CRASTO Tanisha / PONNAPPA Ashwini,Badminton,India
Croatia,Handball,Croatia
Croatia,Rowing,Croatia
Croatia,Rowing,Croatia
Croatia,Rowing,Croatia
Croatia,Table Tennis,Croatia
Croatia,Water Polo,Croatia
CSIPES Tamara / GAZSO Alida Dora,Canoe Sprint,Hungary
Cuba,Athletics,Cuba
Czechia,Archery,Czechia
Czechia,Cycling Track,Czechia
Czechia,Fencing,Czechia
Czechia,Rowing,Czechia
Czechia,Rowing,Czechia
Czechia,Rowing,Czechia
Czechia,Shooting,Czechia
Czechia,Shooting,Czechia
Dabrowski / Auger-Aliassime,Tennis,Canada
Dabrowski / Fernandez,Tennis,Canada
DAHLBERG Anton / KARLSSON Lovisa,Sailing,Sweden
